Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
772,120,RL,31,18106,Grvl,Pave,IR3,Lvl,AllPub,Inside,Gtl,Harrisborough,Artery,PosN,Twnhs,1Story,8,1,2005,2018,Gable,Metal,CemntBd,VinylSd,BrkFace,110,Ex,Fa,CBlock,Ex,No,Av,GLQ,1260,Rec,128,259,871,Grav,Fa,N,FuseA,455,1398,129,3433,2,0,3,1,3,1,TA,3,Typ,0,Gd,Detchd,1947,Fin,1,301,TA,Fa,N,430,70,358,72,52,356,TA,nan,Gar2,3974,7,2006,Con,Normal
773,40,RH,82,15662,Grvl,Grvl,IR1,Bnk,AllPub,Corner,Gtl,Christinehaven,Artery,Artery,2FmCon,SLvl,1,5,1963,1903,Gable,Tar&Grv,CemntBd,MetalSd,Stone,308,Gd,Ex,PConc,No,Fa,No,ALQ,79,GLQ,1079,892,1665,GasW,Gd,N,SBrkr,1134,32,57,440,0,0,0,0,2,1,TA,10,Mod,0,No,CarPort,2001,Fin,2,713,Fa,Gd,N,171,493,291,118,51,702,nan,GdWo,nan,1192,8,2017,ConLw,Alloca
774,20,RL,64,11199,Grvl,Grvl,IR3,Bnk,AllPub,Corner,Gtl,North Amber,Norm,Norm,1Fam,1Story,7,2,1933,1945,Flat,Metal,VinylSd,MetalSd,CBlock,116,Gd,Ex,Slab,Gd,Fa,Gd,Unf,1296,No,377,833,2244,Grav,Gd,Y,FuseF,1957,456,197,2562,2,1,0,0,3,1,Ex,8,Sal,1,Fa,2Types,1947,Fin,2,891,Ex,Gd,Y,279,209,189,183,72,224,Gd,GdPrv,Shed,3480,9,2010,Con,AdjLand
775,20,FV,86,11904,Pave,Grvl,IR2,Low,AllPub,CulDSac,Gtl,Garrettburgh,Feedr,PosN,Twnhs,2Story,1,9,1987,2000,Mansard,CompShg,BrkFace,VinylSd,None,208,Fa,TA,Slab,Gd,Ex,Av,BLQ,1196,Rec,711,62,776,GasW,Ex,N,FuseF,1331,755,129,1064,1,0,2,0,1,1,Fa,3,Sal,2,Gd,Detchd,1933,RFn,2,27,TA,Ex,P,426,287,466,115,21,452,TA,GdPrv,Othr,4205,6,2010,ConLw,Partial
776,160,RH,48,9172,Grvl,Pave,IR1,Bnk,AllPub,CulDSac,Mod,Brucefort,Artery,Artery,TwnhsE,2Story,9,8,1932,1970,Flat,Tar&Grv,VinylSd,VinylSd,BrkFace,330,Fa,TA,Slab,Gd,Gd,Av,Rec,924,BLQ,753,1257,445,GasA,Gd,Y,FuseF,1760,1128,141,3971,2,1,1,1,2,1,TA,10,Sev,1,Gd,Basment,1980,Fin,1,305,Fa,Gd,N,379,312,410,83,54,745,Ex,GdPrv,nan,1246,2,2016,New,AdjLand
777,30,RL,35,9970,Pave,Pave,IR3,Lvl,AllPub,Inside,Sev,Bonnieside,Artery,PosN,2FmCon,SLvl,1,3,1979,1967,Gable,Tar&Grv,VinylSd,CemntBd,BrkFace,9,TA,Fa,CBlock,Gd,Fa,Mn,ALQ,416,LwQ,1461,1053,1025,GasA,Gd,Y,FuseP,888,807,192,400,1,0,3,1,2,1,Gd,6,Typ,1,Gd,Basment,2018,RFn,2,305,Ex,No,Y,164,37,135,181,34,208,nan,nan,Shed,4240,7,2011,New,Abnorml
778,20,RL,42,6936,Pave,nan,Reg,Lvl,AllPub,Corner,Mod,Christopherhaven,Norm,PosN,2FmCon,1Story,9,1,2000,2000,Mansard,Metal,VinylSd,BrkFace,BrkFace,43,Ex,Ex,PConc,No,TA,No,BLQ,1045,Rec,480,815,2349,GasW,Ex,N,SBrkr,1929,70,34,1005,0,0,2,0,2,1,Ex,3,Mod,1,Ex,No,1959,RFn,3,380,TA,No,Y,336,448,311,33,150,735,Fa,GdWo,Gar2,4923,11,2006,Con,Normal
779,30,RL,42,19354,Grvl,Grvl,IR1,Low,AllPub,Corner,Sev,West Emily,Artery,Feedr,Twnhs,1.5Fin,8,3,1948,1915,Flat,Metal,BrkFace,HdBoard,None,166,Ex,TA,PConc,Fa,Gd,No,GLQ,1119,LwQ,544,125,2055,Wall,Fa,N,FuseA,591,139,80,447,1,0,3,1,4,1,Ex,10,Min1,2,No,No,1908,RFn,0,500,TA,No,Y,306,75,391,191,183,432,Fa,MnWw,nan,4134,12,2019,COD,AdjLand
780,160,RH,54,14977,Pave,Grvl,IR1,Bnk,AllPub,Corner,Sev,Sullivanmouth,Artery,Norm,1Fam,1Story,5,6,1943,1985,Flat,Tar&Grv,VinylSd,VinylSd,CBlock,468,TA,Gd,Slab,No,TA,Av,ALQ,15,LwQ,444,1051,2037,Grav,TA,Y,FuseA,572,1196,81,3233,2,1,0,0,3,1,TA,11,Mod,2,Ex,CarPort,1911,Unf,2,576,No,Fa,P,180,453,173,173,199,56,TA,nan,Shed,150,7,2014,ConLw,Alloca
781,30,RH,62,9165,Grvl,nan,IR1,Low,AllPub,Inside,Gtl,Laurenshire,Norm,Artery,1Fam,1Story,3,1,1960,2018,Hip,CompShg,VinylSd,HdBoard,CBlock,30,TA,Gd,Slab,TA,Fa,No,Unf,71,LwQ,1369,443,1530,GasA,Ex,Y,SBrkr,1652,1180,42,1232,1,1,2,0,2,1,TA,6,Min1,1,Ex,BuiltIn,1916,RFn,3,155,Ex,Ex,P,473,463,418,0,34,332,Ex,MnWw,Shed,569,2,2016,COD,Alloca
782,120,RL,65,11214,Grvl,Grvl,IR2,HLS,AllPub,Inside,Mod,New Phillip,Artery,PosN,Duplex,1Story,3,8,1926,1930,Hip,Tar&Grv,HdBoard,CemntBd,BrkFace,302,Fa,Fa,BrkTil,Gd,TA,Av,No,2,Rec,1106,319,2063,Wall,Gd,Y,FuseA,1175,1040,172,1399,1,1,2,0,2,1,Ex,9,Maj1,2,Gd,Basment,1949,RFn,1,523,Ex,Ex,P,104,433,313,34,159,116,nan,MnPrv,Gar2,1347,9,2014,Con,Normal
783,30,RL,90,12218,Grvl,nan,Reg,Lvl,AllPub,Inside,Sev,Port Rickyfurt,Artery,PosN,2FmCon,2Story,4,5,1915,1944,Mansard,Tar&Grv,VinylSd,CemntBd,None,160,Fa,Gd,BrkTil,Fa,TA,No,BLQ,889,Unf,380,509,1971,Grav,Ex,Y,FuseP,1751,1468,64,537,1,0,0,0,4,1,TA,9,Maj2,1,No,Basment,1996,Fin,0,900,TA,Ex,P,186,230,316,90,176,438,TA,nan,Othr,2699,4,2015,COD,AdjLand
784,160,RH,92,16101,Grvl,Pave,IR3,Bnk,AllPub,CulDSac,Sev,Philipport,Norm,Feedr,Twnhs,1.5Fin,5,2,2003,1963,Hip,Tar&Grv,BrkFace,VinylSd,Stone,364,Ex,Fa,CBlock,Gd,Ex,Av,Unf,571,Unf,1153,1195,1262,Grav,Fa,N,SBrkr,1344,100,44,3285,1,1,0,0,4,1,TA,8,Mod,2,Ex,CarPort,1900,RFn,3,835,Ex,Fa,N,76,112,81,142,178,325,nan,GdWo,Shed,1802,6,2010,Con,Alloca
785,30,RL,34,9644,Grvl,Grvl,IR3,Bnk,AllPub,Corner,Sev,Garrettfurt,Norm,Feedr,Duplex,2Story,3,7,1919,2012,Gable,CompShg,HdBoard,BrkFace,BrkFace,119,Gd,Ex,Slab,Gd,TA,Mn,Rec,210,ALQ,428,920,1030,Grav,Gd,Y,FuseF,1848,1489,127,3525,2,0,0,1,1,1,TA,10,Typ,2,Fa,CarPort,1939,RFn,2,407,Ex,Gd,Y,204,272,327,57,163,330,Fa,MnPrv,Othr,2256,5,2018,ConLw,Abnorml
786,120,FV,28,11564,Grvl,Pave,IR3,Bnk,AllPub,Inside,Gtl,Leeburgh,PosN,Feedr,TwnhsE,1.5Fin,5,8,2011,1955,Hip,Tar&Grv,HdBoard,HdBoard,BrkFace,107,Gd,TA,Slab,No,TA,Av,No,777,Rec,1412,973,2473,Wall,Ex,N,FuseF,1354,373,34,3035,2,1,3,1,2,1,Ex,6,Min2,1,Gd,CarPort,1907,Fin,3,17,Gd,No,Y,325,451,87,3,43,552,Ex,MnPrv,Othr,2467,9,2018,New,Normal
787,120,RH,68,10272,Pave,Pave,IR3,Bnk,AllPub,Corner,Sev,New Richardfort,PosN,Artery,Duplex,2Story,6,7,1970,1982,Gable,CompShg,CemntBd,CemntBd,CBlock,61,Gd,TA,CBlock,No,Gd,Gd,Unf,160,BLQ,161,1256,2268,GasW,Ex,N,FuseA,1841,625,100,875,1,1,3,0,3,1,Gd,8,Maj1,2,Ex,BuiltIn,1909,Fin,2,422,TA,No,N,413,145,165,51,117,305,Ex,GdWo,Gar2,1458,7,2017,Con,Alloca
788,40,RM,79,18717,Pave,Pave,Reg,Bnk,AllPub,Corner,Sev,Sosastad,PosN,Artery,Twnhs,2Story,4,4,1962,1938,Mansard,CompShg,HdBoard,CemntBd,Stone,335,TA,Fa,CBlock,Ex,Ex,No,Unf,566,Rec,1475,166,1727,GasW,TA,Y,FuseP,953,346,7,3962,1,0,3,1,4,1,TA,5,Min1,0,TA,Detchd,1984,Fin,2,34,Gd,Gd,P,308,5,423,48,163,707,Ex,MnPrv,Gar2,3632,1,2014,New,Alloca
789,20,RL,73,14104,Pave,Grvl,Reg,Lvl,AllPub,Corner,Mod,Mccarthystad,Artery,Norm,1Fam,1Story,7,1,1921,1990,Mansard,Metal,CemntBd,HdBoard,Stone,494,Fa,Ex,BrkTil,TA,Fa,Av,Unf,60,Unf,206,811,1218,Wall,Gd,N,FuseA,1385,800,162,3613,2,0,2,1,1,1,Fa,11,Typ,2,No,No,1937,Unf,1,140,TA,TA,P,18,346,437,165,193,158,Ex,MnWw,Othr,794,9,2012,ConLw,AdjLand
790,40,RM,84,12737,Pave,Pave,IR3,Low,AllPub,CulDSac,Sev,North Deborah,PosN,PosN,1Fam,SLvl,2,5,1916,1981,Mansard,Tar&Grv,BrkFace,BrkFace,BrkFace,231,Ex,Fa,CBlock,TA,Gd,Mn,Rec,653,BLQ,356,361,956,Wall,Fa,N,SBrkr,492,773,55,3762,1,0,1,1,2,1,Ex,8,Maj1,0,Gd,Detchd,1981,RFn,0,756,No,TA,Y,271,379,257,141,154,624,Gd,nan,Othr,267,10,2008,Con,Partial
791,120,RL,57,11521,Grvl,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Garciachester,Artery,Artery,1Fam,1Story,6,2,1921,1920,Mansard,Metal,CemntBd,CemntBd,CBlock,43,TA,Gd,BrkTil,Fa,Fa,No,LwQ,748,Unf,84,716,2619,GasW,Ex,N,FuseP,437,769,115,1752,2,0,2,0,3,1,Gd,10,Typ,0,No,No,1979,RFn,3,954,Ex,No,Y,375,301,384,22,0,258,TA,nan,nan,1169,11,2015,Con,Abnorml
792,20,RH,68,9864,Pave,nan,IR3,Lvl,AllPub,CulDSac,Sev,Davidmouth,Norm,Artery,Twnhs,1Story,1,8,1965,2003,Mansard,Tar&Grv,BrkFace,HdBoard,None,98,Fa,Ex,Slab,No,No,No,No,421,BLQ,230,469,2920,Wall,Fa,Y,FuseA,1309,1374,128,1526,1,1,0,0,1,1,Fa,10,Typ,0,Fa,Detchd,2010,RFn,3,221,Fa,Ex,Y,14,131,216,1,32,213,Ex,nan,nan,1100,3,2014,Con,Alloca
793,120,RM,78,17224,Grvl,nan,Reg,HLS,AllPub,CulDSac,Sev,Port Amy,PosN,PosN,TwnhsE,1Story,5,9,1932,1990,Hip,Tar&Grv,HdBoard,BrkFace,CBlock,202,Ex,Ex,CBlock,No,Ex,Gd,GLQ,275,ALQ,826,428,990,Wall,Ex,N,FuseF,1759,107,16,1629,1,0,2,1,3,1,Ex,11,Mod,0,Fa,Basment,2012,RFn,0,276,Gd,No,P,457,71,230,137,168,499,Gd,GdWo,Othr,1634,6,2015,New,Partial
794,120,FV,35,16741,Grvl,nan,IR2,Lvl,AllPub,Inside,Gtl,South Ian,PosN,Norm,TwnhsE,SLvl,8,1,2005,1939,Mansard,Metal,MetalSd,CemntBd,BrkFace,426,TA,Gd,PConc,Gd,Ex,No,GLQ,800,Unf,654,410,2711,GasW,Ex,N,FuseP,742,481,183,3107,1,1,3,0,3,1,Gd,3,Mod,0,Ex,Basment,1912,Unf,3,630,Gd,Gd,N,172,323,16,19,43,646,TA,nan,nan,3466,12,2009,WD,Normal
795,30,RH,40,13197,Grvl,Pave,IR2,Low,AllPub,Corner,Sev,Mercadoberg,Artery,PosN,TwnhsE,1.5Fin,1,8,1968,1992,Gable,Metal,BrkFace,MetalSd,Stone,413,Gd,Ex,Slab,TA,Gd,Gd,LwQ,107,No,662,604,1131,GasA,Ex,N,FuseA,1733,950,140,3592,0,1,0,1,3,1,Gd,6,Sev,2,Gd,2Types,1903,Unf,2,529,No,Ex,Y,464,351,43,40,130,386,Gd,GdPrv,nan,2769,9,2010,WD,Family
796,40,RM,47,18340,Pave,Grvl,IR3,HLS,AllPub,Corner,Gtl,Lake Jason,PosN,Artery,Duplex,SLvl,5,4,1921,2012,Flat,CompShg,MetalSd,VinylSd,None,307,Fa,Fa,Slab,TA,TA,Av,Unf,1276,LwQ,519,15,11,GasW,Ex,Y,SBrkr,1517,72,142,2323,1,0,2,1,2,1,Gd,9,Typ,1,No,Detchd,1981,RFn,2,51,No,Fa,N,245,341,152,90,168,20,Gd,GdWo,Shed,1522,4,2009,COD,Partial
797,160,FV,85,6872,Grvl,nan,IR2,Bnk,AllPub,CulDSac,Mod,Thomasmouth,PosN,PosN,2FmCon,SLvl,6,8,1965,1901,Mansard,Metal,HdBoard,CemntBd,Stone,465,Fa,Gd,CBlock,Ex,Fa,Gd,No,1174,ALQ,925,143,2623,Grav,TA,N,SBrkr,1870,768,175,801,0,0,0,0,2,1,TA,9,Maj2,1,No,Attchd,1997,Unf,1,212,TA,TA,N,158,172,350,46,53,668,nan,MnPrv,nan,1332,5,2018,New,Family
798,20,FV,47,7935,Grvl,Grvl,IR1,HLS,AllPub,CulDSac,Mod,Port Sethmouth,Feedr,Norm,1Fam,SLvl,5,3,1943,2004,Mansard,Tar&Grv,HdBoard,VinylSd,CBlock,258,Ex,Gd,PConc,Gd,No,No,ALQ,779,ALQ,286,881,2480,GasW,Fa,N,SBrkr,1621,1030,52,962,1,1,2,0,3,1,Gd,7,Typ,0,Gd,CarPort,1972,Unf,0,579,Fa,Gd,P,94,151,140,115,99,14,Gd,MnWw,Gar2,1168,11,2016,New,Family
799,160,RL,27,11191,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Royhaven,Norm,Feedr,Duplex,SLvl,2,2,1920,1940,Hip,Tar&Grv,VinylSd,MetalSd,CBlock,214,Ex,Fa,Slab,Gd,TA,Gd,BLQ,1275,Unf,277,479,1946,GasA,Fa,Y,FuseA,1470,1230,58,1367,0,0,1,1,4,1,Ex,10,Sal,0,TA,Detchd,1991,Fin,2,710,No,No,P,4,64,386,125,143,41,Gd,GdWo,Othr,1218,11,2008,ConLw,Family
800,40,RL,80,16926,Pave,nan,IR2,Low,AllPub,Corner,Gtl,New Suzanne,Artery,Artery,2FmCon,1.5Fin,6,7,2015,1972,Mansard,Tar&Grv,VinylSd,CemntBd,None,152,TA,Gd,CBlock,Ex,Fa,No,Unf,664,BLQ,1490,332,2200,GasA,TA,N,FuseP,901,1091,122,2812,0,1,0,0,4,1,Gd,6,Sal,2,No,No,2014,Unf,1,954,Gd,Gd,Y,34,9,29,146,180,659,Fa,MnWw,Shed,2200,11,2012,New,Partial
801,20,FV,52,6088,Grvl,Grvl,IR1,Bnk,AllPub,CulDSac,Sev,Obrienville,Feedr,Feedr,TwnhsE,1.5Fin,5,4,1985,1943,Gable,CompShg,CemntBd,HdBoard,CBlock,378,Fa,TA,Slab,Fa,TA,No,LwQ,522,No,516,302,126,GasW,Ex,Y,FuseP,1882,582,82,655,2,1,1,0,4,1,Ex,10,Sev,0,TA,No,2000,Fin,0,810,Ex,TA,N,141,381,469,41,182,722,Ex,MnWw,Gar2,1672,1,2011,ConLw,Alloca
802,30,RL,56,19735,Pave,Grvl,Reg,Lvl,AllPub,CulDSac,Gtl,West Dylan,Norm,Artery,TwnhsE,1.5Fin,1,4,2005,1956,Mansard,Metal,BrkFace,BrkFace,Stone,242,TA,Fa,BrkTil,Gd,Gd,Av,Rec,611,GLQ,783,602,2993,GasW,TA,N,FuseA,1237,745,70,3914,1,0,0,0,2,1,Ex,7,Mod,1,Ex,Basment,1949,RFn,0,122,No,Ex,Y,8,88,178,151,168,122,Gd,MnPrv,Othr,4375,9,2013,New,Normal
803,160,FV,29,7450,Grvl,nan,Reg,HLS,AllPub,Corner,Mod,Port Emilyville,Feedr,PosN,1Fam,1.5Fin,2,9,1989,2004,Gable,CompShg,BrkFace,HdBoard,None,446,Ex,TA,CBlock,Gd,Ex,Mn,Rec,318,GLQ,1454,578,1255,Grav,Ex,Y,FuseA,1720,1454,16,2173,0,0,2,0,2,1,Fa,9,Maj1,1,No,Basment,1930,RFn,2,200,No,TA,Y,390,312,179,125,26,423,Ex,GdPrv,Othr,1500,8,2012,ConLw,Alloca
804,30,RM,44,17322,Grvl,Pave,IR3,Lvl,AllPub,Corner,Mod,North Lisaburgh,Artery,Norm,TwnhsE,2Story,6,5,1999,1931,Mansard,Tar&Grv,VinylSd,BrkFace,BrkFace,262,TA,Gd,PConc,Ex,No,No,ALQ,347,LwQ,799,1093,320,Wall,Fa,N,FuseF,1937,717,88,3503,2,1,0,0,3,1,Gd,5,Sal,0,No,BuiltIn,1966,RFn,2,909,No,Ex,Y,262,12,425,153,32,623,TA,MnPrv,Shed,3743,8,2012,COD,AdjLand
805,60,RL,24,5707,Pave,Pave,IR3,Bnk,AllPub,Corner,Mod,East Dalton,PosN,PosN,TwnhsE,SLvl,8,7,1904,1994,Hip,Tar&Grv,MetalSd,BrkFace,CBlock,395,Gd,Fa,PConc,TA,Fa,Gd,Unf,1283,BLQ,1028,1276,2393,GasA,TA,N,FuseA,1039,821,31,1410,1,0,1,1,1,1,Fa,11,Typ,1,No,No,1939,Fin,3,488,No,TA,N,84,104,161,13,86,472,nan,MnWw,Gar2,2614,3,2018,New,Abnorml
806,60,RM,75,9299,Pave,Grvl,IR1,HLS,AllPub,Corner,Gtl,New Michaelberg,Artery,Feedr,1Fam,1.5Fin,7,8,1923,1980,Flat,Metal,BrkFace,HdBoard,BrkFace,451,Ex,Fa,CBlock,Gd,No,Av,No,1114,Rec,85,1423,385,GasW,TA,Y,FuseP,930,1279,104,3738,1,0,1,1,1,1,Gd,7,Sal,0,Ex,CarPort,1910,Fin,2,411,Gd,Ex,N,113,234,284,131,183,592,TA,GdWo,Gar2,4648,7,2016,WD,Normal
807,120,RH,34,5527,Grvl,Pave,IR2,Low,AllPub,CulDSac,Mod,New Vanessaburgh,Artery,Feedr,2FmCon,2Story,1,1,1925,1996,Hip,CompShg,MetalSd,CemntBd,BrkFace,171,Ex,TA,PConc,TA,TA,Av,GLQ,702,GLQ,1005,788,644,GasW,Fa,Y,FuseP,1074,9,114,2241,1,0,3,1,2,1,Fa,9,Typ,0,TA,Attchd,2008,Fin,1,311,No,No,P,369,218,216,141,3,50,TA,GdWo,Othr,2481,8,2012,ConLw,AdjLand
808,40,RH,25,6783,Pave,Pave,Reg,HLS,AllPub,Corner,Gtl,Wilsonstad,Norm,PosN,TwnhsE,2Story,7,6,1946,2012,Mansard,Metal,BrkFace,VinylSd,None,471,TA,Gd,BrkTil,Gd,No,Gd,BLQ,605,Rec,991,1139,1490,GasW,TA,N,FuseF,603,1185,82,1468,1,1,2,1,3,1,Ex,4,Maj1,0,Fa,BuiltIn,2007,Fin,3,645,Gd,TA,N,438,16,453,114,169,621,Gd,MnWw,Othr,1834,2,2016,COD,Normal
809,60,RL,77,10871,Grvl,nan,IR2,Bnk,AllPub,Corner,Gtl,Port Nathaniel,Norm,Artery,TwnhsE,1Story,2,6,1994,2019,Gable,CompShg,BrkFace,VinylSd,None,115,Gd,Gd,PConc,TA,Gd,Gd,ALQ,1373,GLQ,909,563,172,Wall,Fa,Y,FuseA,719,1240,66,1313,0,1,1,1,2,1,Gd,5,Min2,2,TA,2Types,1930,Unf,0,563,Gd,Gd,N,260,49,33,134,16,374,Gd,MnWw,nan,1360,3,2012,New,Partial
810,30,FV,61,14087,Pave,nan,IR1,HLS,AllPub,Corner,Sev,Dawnport,Norm,Artery,Twnhs,SLvl,1,8,1972,1985,Gable,CompShg,VinylSd,VinylSd,Stone,43,Fa,Fa,BrkTil,TA,TA,Av,BLQ,318,LwQ,245,1311,76,Wall,TA,N,FuseP,1002,1335,87,2342,2,0,3,0,3,1,TA,7,Min2,2,TA,2Types,2011,Fin,1,92,Gd,TA,P,374,151,205,57,53,110,Gd,GdWo,Othr,2771,10,2018,COD,Normal
811,160,FV,32,14874,Grvl,nan,IR2,Low,AllPub,Corner,Gtl,South Elizabethhaven,Norm,PosN,Duplex,SLvl,4,6,2020,1914,Flat,CompShg,CemntBd,CemntBd,None,281,Gd,Fa,PConc,Ex,Gd,Mn,No,73,Unf,625,115,933,Wall,Gd,N,FuseP,1213,181,160,439,1,1,0,1,1,1,Gd,7,Min2,2,Ex,Detchd,1975,RFn,1,364,Gd,No,Y,28,216,270,37,93,198,TA,GdWo,Shed,1378,8,2012,ConLw,Alloca
812,160,RM,82,5240,Pave,Grvl,IR2,Bnk,AllPub,CulDSac,Gtl,Baileyborough,Feedr,Feedr,2FmCon,SLvl,6,7,1994,1987,Hip,CompShg,HdBoard,HdBoard,CBlock,373,Fa,Ex,CBlock,No,No,No,Rec,572,GLQ,270,1331,959,GasA,Ex,N,FuseF,711,785,173,661,0,0,2,0,3,1,Gd,11,Mod,1,Fa,Detchd,1926,Unf,0,9,No,Fa,P,296,199,234,48,195,360,Gd,MnPrv,Gar2,3983,4,2020,COD,Abnorml
813,20,FV,75,12977,Grvl,nan,IR1,Lvl,AllPub,Inside,Mod,New Jeremy,Norm,Norm,1Fam,SLvl,2,3,1998,1992,Hip,Metal,BrkFace,VinylSd,Stone,151,Ex,Ex,BrkTil,No,Fa,Gd,BLQ,182,BLQ,730,421,1081,GasA,Fa,Y,FuseP,1744,638,129,1561,0,1,1,1,2,1,TA,5,Maj1,2,TA,BuiltIn,1928,Fin,3,502,TA,TA,N,357,219,3,18,124,326,Fa,GdPrv,Othr,2532,1,2007,ConLw,AdjLand
814,60,FV,43,9630,Grvl,nan,IR1,Bnk,AllPub,Inside,Mod,North Olivia,Artery,Artery,Duplex,1.5Fin,3,8,1957,1937,Hip,Metal,BrkFace,BrkFace,CBlock,114,Fa,TA,PConc,Ex,Gd,Mn,GLQ,751,GLQ,98,854,266,Grav,TA,N,FuseF,1383,335,53,3860,2,1,3,0,2,1,Gd,5,Typ,0,TA,Attchd,1977,RFn,3,983,Fa,TA,P,296,202,177,71,62,625,Gd,MnPrv,nan,3970,2,2010,ConLw,Partial
815,60,RM,28,18305,Pave,Pave,IR3,Bnk,AllPub,Inside,Mod,Emilytown,Feedr,Artery,TwnhsE,1Story,1,9,2004,1964,Hip,CompShg,HdBoard,CemntBd,Stone,168,Gd,Fa,PConc,Gd,TA,Av,GLQ,1182,LwQ,131,68,1940,Grav,Fa,Y,FuseA,845,919,57,2928,1,0,2,0,1,1,TA,11,Maj2,1,Fa,BuiltIn,2006,Unf,2,239,Gd,TA,N,198,91,53,76,38,438,Fa,GdPrv,Gar2,919,5,2007,New,Alloca
816,160,RM,83,16854,Pave,nan,IR3,HLS,AllPub,Inside,Sev,Crystalberg,Artery,Feedr,1Fam,1.5Fin,5,2,1942,1932,Hip,Metal,HdBoard,CemntBd,Stone,186,TA,Ex,CBlock,No,No,No,ALQ,1,GLQ,1000,1035,1116,GasW,Ex,Y,FuseF,944,3,121,2483,1,0,3,0,4,1,Fa,9,Min1,0,Ex,No,1937,Unf,3,554,TA,No,P,399,122,5,6,155,525,TA,MnWw,nan,4957,2,2018,New,Abnorml
817,20,FV,31,11913,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,Smithfort,Artery,Feedr,2FmCon,SLvl,8,6,2010,1906,Mansard,Metal,CemntBd,MetalSd,BrkFace,439,TA,Fa,CBlock,TA,No,Mn,LwQ,1224,GLQ,749,18,1760,GasW,Ex,Y,FuseF,458,1255,106,2487,1,1,3,0,2,1,TA,11,Min2,1,Ex,2Types,1966,RFn,1,266,Gd,Fa,N,293,237,413,107,116,708,nan,GdWo,Gar2,1972,5,2014,ConLw,Alloca
818,160,RM,35,13216,Grvl,Grvl,IR2,Low,AllPub,CulDSac,Sev,Milesburgh,Artery,Artery,Twnhs,1.5Fin,3,6,1982,1942,Mansard,Tar&Grv,HdBoard,MetalSd,BrkFace,246,Fa,Gd,BrkTil,Fa,Gd,Av,Unf,1169,Rec,1324,1369,1901,GasW,Ex,N,SBrkr,1400,427,88,2292,2,0,0,0,4,1,Gd,5,Mod,2,Fa,Detchd,1971,Unf,1,101,Ex,Gd,N,209,225,117,102,144,655,nan,nan,Shed,2048,1,2010,Con,AdjLand
819,40,RM,98,8108,Grvl,Pave,IR3,Bnk,AllPub,CulDSac,Sev,New Jonathan,PosN,Norm,Duplex,SLvl,7,1,1924,2004,Mansard,Metal,HdBoard,MetalSd,CBlock,372,Gd,Fa,CBlock,Ex,No,Gd,Unf,1307,BLQ,857,1104,1057,Wall,TA,N,SBrkr,1735,893,90,860,0,1,1,0,4,1,Ex,11,Min1,2,TA,No,2011,RFn,1,859,TA,Fa,N,66,134,497,72,90,53,nan,GdPrv,Shed,3908,3,2016,ConLw,Family
820,30,RL,22,13326,Pave,nan,IR3,Bnk,AllPub,CulDSac,Mod,Andreahaven,Artery,PosN,TwnhsE,1.5Fin,6,6,2003,1932,Hip,Metal,BrkFace,HdBoard,Stone,473,Gd,Gd,CBlock,Ex,No,Mn,LwQ,528,BLQ,1115,897,2000,Grav,TA,Y,FuseA,1764,538,87,3523,1,0,3,1,3,1,Ex,9,Typ,1,Gd,Basment,1976,Fin,2,213,Ex,Fa,P,473,240,389,0,51,239,Gd,MnWw,Shed,3139,10,2017,ConLw,Abnorml
821,40,RH,63,14213,Pave,Grvl,IR2,Bnk,AllPub,Inside,Mod,Odonnellstad,Artery,PosN,Twnhs,2Story,3,3,1913,1901,Hip,Tar&Grv,VinylSd,HdBoard,CBlock,397,Ex,Fa,Slab,Fa,Gd,Av,GLQ,913,GLQ,1264,927,2408,Wall,Gd,Y,FuseP,1075,869,34,3030,1,1,1,1,3,1,Gd,7,Min1,2,TA,Basment,1940,Fin,0,73,No,No,N,265,78,205,172,129,188,Gd,nan,Gar2,2259,4,2019,COD,Family
